0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
112.38139,12.765139,0.0,92.54924,0.0,20.540384,0.0,0.0,0.0,26.637465,33.832035,0.0,3.596393,29.719143,74.87817,41.425644,0.0,75.45815,0.0,0.0
126.65377,9.376372,0.0,75.37267,0.0,29.148405,0.0,0.0,0.0,56.163483,52.630188,0.0,23.18554,97.881424,97.264305,82.428215,0.0,40.394917,0.0,0.0
105.308754,4.9282174,0.0,90.58031,0.0,18.881083,0.0,0.0,0.0,27.982058,28.065992,0.0,10.555223,45.47819,80.711624,46.09676,0.0,67.84844,0.0,0.0
112.38139,12.765139,0.0,92.54924,0.0,20.540384,0.0,0.0,0.0,26.637465,33.832035,0.0,3.596393,29.719143,74.87817,41.425644,0.0,75.45815,0.0,0.0
139.90573,12.798965,0.0,75.563705,0.0,32.62381,0.0,0.0,0.0,55.247402,49.099003,0.0,24.78805,90.08146,100.622765,75.54625,0.0,50.123413,0.0,0.0
115.61084,5.396857,0.0,67.85005,0.0,25.76843,0.0,0.0,0.0,52.68253,42.726036,0.0,22.776588,86.465485,91.134544,70.145424,0.0,37.906494,0.0,0.0
120.27675,8.269852,0.0,83.02779,0.0,22.94206,0.0,0.0,0.0,42.22963,36.954033,0.0,13.94497,54.894196,87.13889,52.436638,0.0,62.760708,0.0,0.0
111.24129,3.940013,0.0,97.13366,0.0,20.562105,0.0,0.0,0.0,25.395397,24.813992,0.0,14.173467,45.2757,85.59032,47.955902,0.0,75.6639,0.0,0.0
99.2113,1.2172053,0.0,99.31026,0.0,15.774487,0.0,0.0,0.0,18.883966,21.07629,0.0,12.860956,39.66379,80.29494,46.513947,0.0,75.846756,0.0,0.0
108.788895,0.0,0.0,80.17327,0.0,16.704338,0.0,0.0,0.0,47.3641,30.763605,0.0,15.697369,54.1243,88.452194,46.33844,0.0,58.27754,0.0,0.0
100.99106,5.2566733,0.0,79.34827,0.0,17.856583,0.0,0.0,0.0,38.572598,34.93249,0.0,8.022394,45.842278,76.5568,46.434105,0.0,55.91255,0.0,0.0
127.87131,5.222544,0.0,93.69271,0.0,23.681826,0.0,0.0,0.0,41.481445,33.269726,0.0,17.284008,56.50057,96.12661,53.711433,0.0,72.52346,0.0,0.0
110.29932,9.707711,0.0,88.28837,0.0,21.226532,0.0,0.0,0.0,27.302921,30.18513,0.0,8.477607,36.451057,77.29036,43.412918,0.0,71.46381,0.0,0.0
140.15211,8.445611,0.0,83.00917,0.0,30.029417,0.0,0.0,0.0,57.797127,47.362167,0.0,24.567219,90.56198,106.08049,75.25684,0.0,53.147984,0.0,0.0
118.798096,10.536334,0.0,92.99329,0.0,24.311049,0.0,0.0,0.0,32.06071,34.90126,0.0,9.812701,46.3271,83.695045,51.06539,0.0,71.321075,0.0,0.0
144.8846,10.182877,0.0,78.85475,0.0,32.344257,0.0,0.0,0.0,63.03218,51.2092,0.0,24.041008,91.28906,106.84626,73.81902,0.0,52.52743,0.0,0.0
120.92452,6.376928,0.0,81.27324,0.0,26.554056,0.0,0.0,0.0,44.322243,37.81772,0.0,18.691683,70.26619,92.188225,60.66324,0.0,56.647194,0.0,0.0
143.33386,14.043813,0.0,80.19388,0.0,34.998314,0.0,0.0,0.0,48.518784,49.784687,0.0,33.459328,114.98847,106.67051,94.877625,0.0,45.547386,0.0,0.0
88.559494,4.580866,0.0,87.23524,0.0,14.699231,0.0,0.0,0.0,18.705465,24.416445,0.0,6.8610873,35.156315,68.72517,42.109932,0.0,64.28207,0.0,0.0
120.27675,8.269852,0.0,83.02779,0.0,22.94206,0.0,0.0,0.0,42.22963,36.954033,0.0,13.94497,54.894196,87.13889,52.436638,0.0,62.760708,0.0,0.0
71.67157,0.0,0.0,88.7242,0.0,9.238265,0.0,0.0,0.0,6.226023,9.847144,0.0,12.478373,33.69501,64.84107,39.732845,0.0,63.736958,0.0,0.0
121.13366,2.284882,0.0,84.48149,0.0,26.524744,0.0,0.0,0.0,41.715412,35.14228,0.0,29.828709,92.21304,99.78626,77.41187,0.0,52.02932,0.0,0.0
104.68289,5.680424,0.0,92.04319,0.0,19.378513,0.0,0.0,0.0,22.273933,23.927336,0.0,11.067641,37.80619,77.86479,43.69323,0.0,72.69802,0.0,0.0
112.75421,10.293038,0.0,89.955505,0.0,24.160614,0.0,0.0,0.0,25.656235,33.55442,0.0,16.773836,61.3423,83.32578,62.707474,0.0,64.47171,0.0,0.0
102.63252,4.4459596,0.0,77.42312,0.0,21.994228,0.0,0.0,0.0,30.29421,28.501102,0.0,17.72067,58.2674,78.8376,54.494698,0.0,54.64801,0.0,0.0
133.97476,7.840931,0.0,96.32827,0.0,25.543745,0.0,0.0,0.0,47.66581,40.265648,0.0,15.031253,62.45657,99.96077,58.562096,0.0,70.6735,0.0,0.0
116.09232,1.839167,0.0,69.62467,0.0,25.24712,0.0,0.0,0.0,52.0956,37.275715,0.0,25.849504,87.467834,94.78946,68.34948,0.0,40.366035,0.0,0.0
112.44099,4.076007,0.0,86.85506,0.0,22.282206,0.0,0.0,0.0,36.897774,31.610363,0.0,15.895118,56.112595,87.412544,53.972847,0.0,63.312374,0.0,0.0
162.76283,12.871807,0.0,81.96485,0.0,38.186504,0.0,0.0,0.0,67.70731,54.54517,0.0,32.298393,109.876305,119.35681,87.482185,0.0,53.376865,0.0,0.0
121.80964,6.9815288,0.0,77.92408,0.0,26.265331,0.0,0.0,0.0,48.65558,38.784874,0.0,17.742514,66.29328,91.62564,58.51326,0.0,55.241474,0.0,0.0
152.68736,10.537187,0.0,81.498856,0.0,31.943766,0.0,0.0,0.0,70.29752,53.175156,0.0,22.102135,87.59468,111.59583,70.71403,0.0,55.927464,0.0,0.0
116.86957,8.715105,0.0,76.275215,0.0,24.444662,0.0,0.0,0.0,45.010944,39.46573,0.0,15.591885,64.72681,86.21132,58.271008,0.0,52.01566,0.0,0.0
155.51642,13.966467,0.0,77.854744,0.0,34.742176,0.0,0.0,0.0,70.82442,57.07245,0.0,23.131805,93.02969,110.56659,75.844574,0.0,52.70617,0.0,0.0
116.69469,11.441474,0.0,95.81311,0.0,22.925404,0.0,0.0,0.0,26.812368,33.21993,0.0,9.846059,46.359673,82.67156,51.982758,0.0,72.73465,0.0,0.0
101.8829,9.576507,0.0,79.53625,0.0,22.553673,0.0,0.0,0.0,20.844368,26.727211,0.0,15.193142,53.2315,74.53116,52.719124,0.0,58.365295,0.0,0.0
116.94465,2.7956564,0.0,113.204704,0.0,20.269306,0.0,0.0,0.0,19.693007,27.048624,0.0,18.686285,60.49094,94.23266,63.370277,0.0,81.59667,0.0,0.0
133.5071,5.871477,0.0,88.74133,0.0,27.608225,0.0,0.0,0.0,47.111595,37.95375,0.0,23.625511,76.4338,102.459854,66.11289,0.0,63.718704,0.0,0.0
110.975075,0.91135013,0.0,90.05113,0.0,18.653723,0.0,0.0,0.0,44.14683,35.459316,0.0,11.659491,53.49001,88.39983,50.835625,0.0,63.475704,0.0,0.0
136.90309,9.808547,0.0,89.8489,0.0,29.749584,0.0,0.0,0.0,43.599327,39.781067,0.0,22.491692,74.232895,100.176895,66.706566,0.0,66.956314,0.0,0.0
113.645355,4.7494154,0.0,79.24683,0.0,23.358438,0.0,0.0,0.0,36.79772,31.96845,0.0,22.380201,72.704185,88.690414,63.059593,0.0,52.791603,0.0,0.0
95.82019,8.4044075,0.0,100.68874,0.0,17.988884,0.0,0.0,0.0,8.634796,24.60349,0.0,5.423581,29.133814,68.96109,44.250748,0.0,78.40296,0.0,0.0
92.88913,2.8676522,0.0,85.072975,0.0,17.10458,0.0,0.0,0.0,25.049925,27.342789,0.0,11.284777,44.238625,73.502464,48.37115,0.0,61.55625,0.0,0.0
98.7083,2.880726,0.0,81.39382,0.0,18.91326,0.0,0.0,0.0,31.330906,32.14225,0.0,19.419098,70.15883,81.92116,64.91098,0.0,50.22625,0.0,0.0
98.7083,2.880726,0.0,81.39382,0.0,18.91326,0.0,0.0,0.0,31.330906,32.14225,0.0,19.419098,70.15883,81.92116,64.91098,0.0,50.22625,0.0,0.0
101.68577,2.155365,0.0,92.472595,0.0,17.40606,0.0,0.0,0.0,27.375753,24.789389,0.0,10.387662,35.808834,79.39177,42.431297,0.0,72.42328,0.0,0.0
123.38393,10.085054,0.0,92.9737,0.0,24.681381,0.0,0.0,0.0,38.676933,37.69286,0.0,10.771848,51.065567,89.25712,52.951332,0.0,70.36218,0.0,0.0
109.61966,0.8143612,0.0,99.25792,0.0,19.76916,0.0,0.0,0.0,24.455729,22.414967,0.0,18.941973,53.660294,89.5333,54.43251,0.0,73.83136,0.0,0.0
118.40013,6.375814,0.0,99.62192,0.0,22.912174,0.0,0.0,0.0,27.260021,29.593634,0.0,16.619066,56.747467,90.325554,57.696457,0.0,73.58603,0.0,0.0
111.87175,15.013509,0.0,100.036446,0.0,21.840466,0.0,0.0,0.0,18.948215,32.714855,0.0,1.38206,26.272358,73.44581,42.36094,0.0,80.79624,0.0,0.0
133.5071,5.871477,0.0,88.74133,0.0,27.608225,0.0,0.0,0.0,47.111595,37.95375,0.0,23.625511,76.4338,102.459854,66.11289,0.0,63.718704,0.0,0.0
129.5069,1.8413792,0.0,65.212006,0.0,26.819723,0.0,0.0,0.0,76.42618,50.13387,0.0,21.998213,89.898346,103.60563,66.31025,0.0,36.898705,0.0,0.0
109.97363,4.0024796,0.0,98.32264,0.0,20.40828,0.0,0.0,0.0,22.233458,24.576803,0.0,16.471056,50.68586,85.663155,52.963432,0.0,74.889305,0.0,0.0
111.87175,15.013509,0.0,100.036446,0.0,21.840466,0.0,0.0,0.0,18.948215,32.714855,0.0,1.38206,26.272358,73.44581,42.36094,0.0,80.79624,0.0,0.0
138.41539,10.816462,0.0,95.98325,0.0,32.250813,0.0,0.0,0.0,38.334526,38.72022,0.0,24.95332,81.245285,103.1497,74.73754,0.0,68.23324,0.0,0.0
102.01341,4.091437,0.0,90.648575,0.0,19.373575,0.0,0.0,0.0,24.632942,25.503376,0.0,12.157563,43.412468,79.7179,46.691185,0.0,69.35529,0.0,0.0
137.1601,15.952969,0.0,66.09118,0.0,34.777332,0.0,0.0,0.0,58.92029,54.154613,0.0,23.951933,100.04947,97.67395,80.57826,0.0,37.09033,0.0,0.0
111.74805,11.836006,0.0,84.68555,0.0,22.588263,0.0,0.0,0.0,27.508337,31.97213,0.0,9.157546,39.47529,75.803734,45.521385,0.0,68.17193,0.0,0.0
87.07796,0.0,0.0,110.111145,0.0,9.637755,0.0,0.0,0.0,7.7282557,20.170847,0.0,12.6200695,41.47883,77.0044,53.347603,0.0,78.54178,0.0,0.0
144.45291,11.604383,0.0,88.533325,0.0,33.658176,0.0,0.0,0.0,55.07925,52.250885,0.0,27.666449,105.70372,110.387924,89.70779,0.0,51.880142,0.0,0.0
102.2723,0.23860343,0.0,92.53986,0.0,17.186974,0.0,0.0,0.0,28.100533,26.312346,0.0,16.492126,56.029182,84.222595,54.957985,0.0,63.63763,0.0,0.0
116.60954,4.652246,0.0,82.67419,0.0,23.271343,0.0,0.0,0.0,46.302937,38.80915,0.0,16.03672,67.35975,90.97608,58.93136,0.0,55.49567,0.0,0.0
96.78319,0.0,0.0,103.04988,0.0,14.174522,0.0,0.0,0.0,16.409376,19.01114,0.0,10.351795,35.218597,78.51702,43.355095,0.0,77.39455,0.0,0.0
119.21917,7.9224706,0.0,83.39843,0.0,25.479258,0.0,0.0,0.0,43.768208,41.260525,0.0,15.393028,68.42098,89.19926,62.004368,0.0,55.527153,0.0,0.0
124.89635,11.312275,0.0,84.29636,0.0,28.051311,0.0,0.0,0.0,38.071182,37.44403,0.0,17.586456,65.01627,89.63988,60.941536,0.0,61.54908,0.0,0.0
124.317764,9.597222,0.0,88.37822,0.0,26.138256,0.0,0.0,0.0,43.209244,40.637,0.0,12.057345,56.27141,89.60575,54.867165,0.0,66.46299,0.0,0.0
94.5266,0.0,0.0,99.72497,0.0,12.836681,0.0,0.0,0.0,22.918339,24.205217,0.0,13.190998,47.258835,80.89147,51.576893,0.0,69.285645,0.0,0.0
104.44627,4.801123,0.0,93.41871,0.0,18.625847,0.0,0.0,0.0,23.84768,26.058054,0.0,12.044065,43.76146,79.79811,48.04651,0.0,70.58616,0.0,0.0
104.44627,4.801123,0.0,93.41871,0.0,18.625847,0.0,0.0,0.0,23.84768,26.058054,0.0,12.044065,43.76146,79.79811,48.04651,0.0,70.58616,0.0,0.0
115.95923,8.244169,0.0,92.8227,0.0,24.05082,0.0,0.0,0.0,30.772305,33.235687,0.0,14.280442,54.57845,86.22408,56.809845,0.0,68.79702,0.0,0.0
79.21509,0.015708312,0.0,83.431145,0.0,13.088325,0.0,0.0,0.0,12.674307,16.640764,0.0,10.861354,33.386177,64.75227,39.47072,0.0,62.532116,0.0,0.0
112.75421,10.293038,0.0,89.955505,0.0,24.160614,0.0,0.0,0.0,25.656235,33.55442,0.0,16.773836,61.3423,83.32578,62.707474,0.0,64.47171,0.0,0.0
95.82019,8.4044075,0.0,100.68874,0.0,17.988884,0.0,0.0,0.0,8.634796,24.60349,0.0,5.423581,29.133814,68.96109,44.250748,0.0,78.40296,0.0,0.0
111.74805,11.836006,0.0,84.68555,0.0,22.588263,0.0,0.0,0.0,27.508337,31.97213,0.0,9.157546,39.47529,75.803734,45.521385,0.0,68.17193,0.0,0.0
112.49831,9.036151,0.0,87.28572,0.0,21.87756,0.0,0.0,0.0,32.83818,32.620377,0.0,9.357566,43.187347,80.478096,46.553368,0.0,67.40618,0.0,0.0
111.24129,3.940013,0.0,97.13366,0.0,20.562105,0.0,0.0,0.0,25.395397,24.813992,0.0,14.173467,45.2757,85.59032,47.955902,0.0,75.6639,0.0,0.0
123.002625,7.627743,0.0,96.82738,0.0,25.466835,0.0,0.0,0.0,25.503365,30.11099,0.0,23.688835,74.062935,94.35715,69.01594,0.0,67.606415,0.0,0.0
126.6245,5.50117,0.0,93.59054,0.0,22.965176,0.0,0.0,0.0,48.47216,43.34832,0.0,17.254944,71.12451,99.09751,65.628555,0.0,64.136,0.0,0.0
96.77474,0.0,0.0,99.450874,0.0,13.836207,0.0,0.0,0.0,24.634903,23.528616,0.0,15.653132,51.528603,84.72092,52.751663,0.0,70.22541,0.0,0.0
129.58209,7.917924,0.0,78.50525,0.0,25.775717,0.0,0.0,0.0,54.842686,41.421116,0.0,14.990719,59.155186,93.59571,52.277206,0.0,60.085983,0.0,0.0
109.97812,1.3819041,0.0,92.31564,0.0,16.663923,0.0,0.0,0.0,33.235973,25.621334,0.0,13.040141,42.72248,85.82261,43.31279,0.0,71.71127,0.0,0.0
94.5266,0.0,0.0,99.72497,0.0,12.836681,0.0,0.0,0.0,22.918339,24.205217,0.0,13.190998,47.258835,80.89147,51.576893,0.0,69.285645,0.0,0.0
88.559494,4.580866,0.0,87.23524,0.0,14.699231,0.0,0.0,0.0,18.705465,24.416445,0.0,6.8610873,35.156315,68.72517,42.109932,0.0,64.28207,0.0,0.0
105.256195,0.5730627,0.0,86.02077,0.0,18.875925,0.0,0.0,0.0,31.766397,24.209564,0.0,16.945833,52.12288,84.83049,47.929214,0.0,64.00553,0.0,0.0
116.39871,9.947098,0.0,86.1417,0.0,23.887453,0.0,0.0,0.0,32.11296,34.92859,0.0,14.889243,59.188343,84.53662,57.72277,0.0,61.657764,0.0,0.0
140.66576,9.516505,0.0,80.104675,0.0,29.20139,0.0,0.0,0.0,61.390923,48.5912,0.0,20.46561,80.99595,103.41719,67.12856,0.0,54.779247,0.0,0.0
117.908485,6.3145447,0.0,60.527477,0.0,28.19431,0.0,0.0,0.0,57.978184,46.59331,0.0,25.953705,97.996376,92.68944,76.39424,0.0,29.50683,0.0,0.0
119.59857,1.3187655,0.0,84.493774,0.0,20.44476,0.0,0.0,0.0,53.98889,37.842583,0.0,14.172358,59.269382,94.66917,50.820812,0.0,60.229317,0.0,0.0
100.26219,0.0,0.0,85.96446,0.0,16.359615,0.0,0.0,0.0,26.095385,16.202545,0.0,24.338398,58.02419,86.66151,51.213806,0.0,63.96621,0.0,0.0
110.472855,9.49952,0.0,85.946846,0.0,21.782661,0.0,0.0,0.0,28.264778,30.514353,0.0,10.472094,41.35363,78.14088,46.092377,0.0,68.41721,0.0,0.0
82.43235,0.0,0.0,114.47849,0.0,9.950158,0.0,0.0,0.0,0.0,5.873022,0.0,6.6748524,12.132474,67.91332,32.068302,0.0,93.76774,0.0,0.0
139.78954,9.794484,0.0,70.558464,0.0,30.933777,0.0,0.0,0.0,70.25531,51.5435,0.0,19.068295,80.75884,101.78113,64.820175,0.0,47.377136,0.0,0.0
124.89635,11.312275,0.0,84.29636,0.0,28.051311,0.0,0.0,0.0,38.071182,37.44403,0.0,17.586456,65.01627,89.63988,60.941536,0.0,61.54908,0.0,0.0
105.97639,4.8926663,0.0,99.91507,0.0,17.711834,0.0,0.0,0.0,23.229523,23.45736,0.0,4.729317,21.803276,78.27838,33.70595,0.0,83.69391,0.0,0.0
120.06503,8.648302,0.0,62.32477,0.0,27.903793,0.0,0.0,0.0,58.523735,47.016586,0.0,19.679533,83.625206,90.04426,66.581,0.0,35.579987,0.0,0.0
139.32574,11.834476,0.0,89.7971,0.0,29.622934,0.0,0.0,0.0,54.155926,49.51462,0.0,16.879646,77.157715,100.92611,69.993225,0.0,60.537235,0.0,0.0
121.42425,3.7137725,0.0,63.1187,0.0,27.545872,0.0,0.0,0.0,60.5464,42.860733,0.0,27.097172,92.9893,97.23245,71.212685,0.0,35.558254,0.0,0.0
116.119995,12.389296,0.0,100.97597,0.0,23.192644,0.0,0.0,0.0,20.520048,31.951199,0.0,10.1511345,46.054974,81.894135,54.762566,0.0,76.235855,0.0,0.0
96.07222,1.0301619,0.0,68.696526,0.0,19.053764,0.0,0.0,0.0,37.84377,28.507364,0.0,17.238342,61.099003,78.28721,51.30658,0.0,44.338505,0.0,0.0
104.04314,6.309709,0.0,90.780655,0.0,17.279675,0.0,0.0,0.0,30.704792,30.458944,0.0,4.259516,31.259699,76.14853,38.75663,0.0,70.46298,0.0,0.0
105.85892,4.611922,0.0,76.83504,0.0,22.96589,0.0,0.0,0.0,30.711178,28.661797,0.0,22.543262,72.28619,83.50499,62.920815,0.0,49.0493,0.0,0.0
119.21917,7.9224706,0.0,83.39843,0.0,25.479258,0.0,0.0,0.0,43.768208,41.260525,0.0,15.393028,68.42098,89.19926,62.004368,0.0,55.527153,0.0,0.0
143.23457,9.04549,0.0,68.19099,0.0,31.771957,0.0,0.0,0.0,81.33824,61.070305,0.0,21.23701,98.19086,107.67983,76.603325,0.0,37.808308,0.0,0.0
105.96066,2.5344841,0.0,82.36546,0.0,20.52859,0.0,0.0,0.0,34.76879,29.425419,0.0,17.199411,58.22357,84.511856,52.861275,0.0,59.865124,0.0,0.0
140.15211,8.445611,0.0,83.00917,0.0,30.029417,0.0,0.0,0.0,57.797127,47.362167,0.0,24.567219,90.56198,106.08049,75.25684,0.0,53.147984,0.0,0.0
119.676704,2.9612734,0.0,86.427986,0.0,22.48181,0.0,0.0,0.0,48.21951,37.780735,0.0,18.171413,68.74736,95.566444,60.687363,0.0,58.464558,0.0,0.0
86.47058,3.7888196,0.0,77.71046,0.0,16.012575,0.0,0.0,0.0,21.746784,25.215036,0.0,11.966032,46.8676,68.33178,48.643326,0.0,52.79646,0.0,0.0
111.87175,15.013509,0.0,100.036446,0.0,21.840466,0.0,0.0,0.0,18.948215,32.714855,0.0,1.38206,26.272358,73.44581,42.36094,0.0,80.79624,0.0,0.0
136.63876,14.798115,0.0,74.524605,0.0,31.740313,0.0,0.0,0.0,56.881042,49.81262,0.0,16.399988,74.64753,94.71234,64.663734,0.0,52.021603,0.0,0.0
139.78954,9.794484,0.0,70.558464,0.0,30.933777,0.0,0.0,0.0,70.25531,51.5435,0.0,19.068295,80.75884,101.78113,64.820175,0.0,47.377136,0.0,0.0
88.559494,4.580866,0.0,87.23524,0.0,14.699231,0.0,0.0,0.0,18.705465,24.416445,0.0,6.8610873,35.156315,68.72517,42.109932,0.0,64.28207,0.0,0.0
127.197426,5.9534388,0.0,87.64032,0.0,26.352592,0.0,0.0,0.0,50.99218,45.401054,0.0,21.116812,84.801445,100.02735,74.00717,0.0,54.014797,0.0,0.0
180.59862,15.10566,0.0,71.27914,0.0,44.01513,0.0,0.0,0.0,94.65469,70.906006,0.0,33.15929,126.86324,130.49716,94.43,0.0,42.43741,0.0,0.0
117.8189,2.7924225,0.0,81.16043,0.0,22.074898,0.0,0.0,0.0,54.14299,42.434048,0.0,17.29569,72.68637,94.07333,62.922802,0.0,51.60827,0.0,0.0
124.17023,6.7300053,0.0,98.720665,0.0,23.779196,0.0,0.0,0.0,29.599333,29.448193,0.0,18.03648,54.28518,92.26398,55.851135,0.0,77.48114,0.0,0.0
138.31227,5.473582,0.0,77.892426,0.0,28.30971,0.0,0.0,0.0,68.12529,47.416004,0.0,21.293627,83.26543,106.9234,65.621704,0.0,51.47114,0.0,0.0
102.01341,4.091437,0.0,90.648575,0.0,19.373575,0.0,0.0,0.0,24.632942,25.503376,0.0,12.157563,43.412468,79.7179,46.691185,0.0,69.35529,0.0,0.0
112.62172,6.226362,0.0,97.43158,0.0,21.823381,0.0,0.0,0.0,28.54096,32.245953,0.0,12.054879,49.5326,84.81708,53.654602,0.0,72.63136,0.0,0.0
101.64092,3.081018,0.0,93.68188,0.0,17.40812,0.0,0.0,0.0,20.765936,21.735588,0.0,13.915816,45.34934,80.7022,47.2946,0.0,70.389114,0.0,0.0
124.17023,6.7300053,0.0,98.720665,0.0,23.779196,0.0,0.0,0.0,29.599333,29.448193,0.0,18.03648,54.28518,92.26398,55.851135,0.0,77.48114,0.0,0.0
123.956696,9.178653,0.0,79.93231,0.0,26.2329,0.0,0.0,0.0,41.75806,36.926315,0.0,19.002958,65.26314,89.96155,58.97795,0.0,59.01726,0.0,0.0
101.8829,9.576507,0.0,79.53625,0.0,22.553673,0.0,0.0,0.0,20.844368,26.727211,0.0,15.193142,53.2315,74.53116,52.719124,0.0,58.365295,0.0,0.0
104.68289,5.680424,0.0,92.04319,0.0,19.378513,0.0,0.0,0.0,22.273933,23.927336,0.0,11.067641,37.80619,77.86479,43.69323,0.0,72.69802,0.0,0.0
139.78954,9.794484,0.0,70.558464,0.0,30.933777,0.0,0.0,0.0,70.25531,51.5435,0.0,19.068295,80.75884,101.78113,64.820175,0.0,47.377136,0.0,0.0
112.17073,5.2419252,0.0,102.2591,0.0,20.686186,0.0,0.0,0.0,20.323658,29.743637,0.0,18.90507,65.009575,88.79113,64.79046,0.0,71.45165,0.0,0.0
155.51642,13.966467,0.0,77.854744,0.0,34.742176,0.0,0.0,0.0,70.82442,57.07245,0.0,23.131805,93.02969,110.56659,75.844574,0.0,52.70617,0.0,0.0
151.76906,11.474023,0.0,94.59575,0.0,33.819164,0.0,0.0,0.0,48.917477,45.48985,0.0,29.74397,100.05135,112.976326,84.51838,0.0,62.395805,0.0,0.0
124.89635,11.312275,0.0,84.29636,0.0,28.051311,0.0,0.0,0.0,38.071182,37.44403,0.0,17.586456,65.01627,89.63988,60.941536,0.0,61.54908,0.0,0.0
113.94272,10.17706,0.0,75.07793,0.0,24.207169,0.0,0.0,0.0,41.18258,37.120106,0.0,11.892904,53.38035,80.71836,50.496086,0.0,55.54884,0.0,0.0
117.65995,6.2604146,0.0,68.462,0.0,28.872139,0.0,0.0,0.0,44.3508,38.92989,0.0,30.911608,101.86235,94.07343,81.13337,0.0,35.671207,0.0,0.0
100.90877,0.0,0.0,85.463394,0.0,16.065573,0.0,0.0,0.0,30.25919,22.54327,0.0,15.824617,48.645374,82.245865,45.66429,0.0,62.94799,0.0,0.0
112.97197,3.3766708,0.0,88.57319,0.0,22.296106,0.0,0.0,0.0,36.737827,32.725964,0.0,17.97016,61.435577,89.227135,58.360344,0.0,63.79487,0.0,0.0
100.19714,10.572584,0.0,89.3337,0.0,20.090055,0.0,0.0,0.0,16.724081,25.50973,0.0,4.89183,25.269693,68.13962,38.069946,0.0,73.54799,0.0,0.0
101.90289,5.3433113,0.0,78.12492,0.0,18.939798,0.0,0.0,0.0,33.083584,28.855553,0.0,11.693587,46.463047,76.64775,45.17765,0.0,57.669315,0.0,0.0
81.463394,3.5326598,0.0,72.30963,0.0,15.1978655,0.0,0.0,0.0,21.599174,24.027594,0.0,10.782298,43.35536,64.12517,44.93786,0.0,49.15649,0.0,0.0
137.77586,11.444387,0.0,74.80421,0.0,30.290031,0.0,0.0,0.0,58.530228,47.282314,0.0,19.617981,75.52922,98.028824,63.88552,0.0,53.72558,0.0,0.0
92.25729,5.130488,0.0,85.667595,0.0,15.221864,0.0,0.0,0.0,21.98544,24.008196,0.0,5.4428554,28.128532,68.47106,36.604137,0.0,66.19386,0.0,0.0
141.93338,13.289296,0.0,93.985146,0.0,32.78968,0.0,0.0,0.0,46.68532,46.03987,0.0,19.149748,75.24729,101.94325,70.59865,0.0,68.69088,0.0,0.0
150.43417,19.61106,0.0,84.16046,0.0,36.63298,0.0,0.0,0.0,55.44962,54.58566,0.0,17.270298,79.794304,101.16171,72.45086,0.0,60.02387,0.0,0.0
136.45186,8.468493,0.0,71.527084,0.0,29.269066,0.0,0.0,0.0,74.791824,59.006454,0.0,19.969534,94.62764,104.6121,75.255684,0.0,41.29173,0.0,0.0
142.50969,13.781288,0.0,116.55271,0.0,30.543947,0.0,0.0,0.0,27.296429,39.10612,0.0,19.177324,70.99039,103.42553,74.520386,0.0,84.911064,0.0,0.0
